poids,puissance,carburant,portes,type
2203,328,essence,5,voiture
2452,86,diesel,2,voiture
4537,267,diesel,2,voiture
2430,155,diesel,2,voiture
1907,296,diesel,3,voiture
1551,78,diesel,5,voiture
724,362,electrique,4,voiture
1977,89,essence,4,voiture
1236,246,diesel,5,voiture
2152,358,essence,2,voiture
2072,296,diesel,5,voiture
1703,186,electrique,4,voiture
2492,93,diesel,2,voiture
1997,294,essence,2,voiture
1464,146,essence,4,voiture
1526,375,diesel,3,voiture
987,438,essence,3,voiture
1450,366,essence,3,voiture
1906,300,essence,4,voiture
1666,113,essence,4,voiture
1537,373,diesel,2,voiture
1559,346,diesel,2,voiture
861,58,electrique,2,voiture
495,403,diesel,2,voiture
2344,69,electrique,3,voiture
2230,338,electrique,3,voiture
2260,234,essence,5,voiture
2561,227,essence,3,voiture
2516,276,essence,4,voiture
5157,151,diesel,5,voiture
2201,100,diesel,3,voiture
1468,213,essence,5,voiture
1977,79,essence,5,voiture
1306,121,essence,2,voiture
2222,432,electrique,5,voiture
737,417,electrique,4,voiture
1161,148,electrique,5,voiture
2226,246,electrique,5,voiture
2494,45,essence,4,voiture
2402,216,diesel,5,voiture
716,319,essence,5,voiture
1184,168,essence,4,voiture
1978,265,diesel,2,voiture
1864,171,essence,4,voiture
2520,344,diesel,4,voiture
2219,239,essence,5,voiture
1762,193,diesel,3,voiture
2338,128,essence,2,voiture
2101,248,essence,3,voiture
1097,229,essence,2,voiture
2138,378,diesel,2,voiture
2626,297,electrique,4,voiture
1772,433,electrique,5,voiture
827,443,essence,3,voiture
1363,333,diesel,4,voiture
1542,74,essence,3,voiture
567,58,essence,2,voiture
2687,150,essence,4,voiture
2511,125,essence,4,voiture
1134,439,essence,5,voiture
1428,417,essence,2,voiture
2097,122,diesel,2,voiture
605,317,essence,2,voiture
2278,434,diesel,3,voiture
2618,382,essence,2,voiture
2111,90,essence,3,voiture
2002,286,essence,2,voiture
633,153,essence,2,voiture
1183,114,essence,2,voiture
885,405,essence,5,voiture
1902,266,essence,2,voiture
1744,410,electrique,4,voiture
1697,189,essence,5,voiture
1835,163,essence,2,voiture
829,46,essence,4,voiture
2651,60,essence,5,voiture
2707,252,essence,4,voiture
593,428,diesel,3,voiture
1900,425,diesel,5,voiture
1891,302,essence,4,voiture
1596,397,diesel,3,voiture
578,124,essence,5,voiture
2161,279,diesel,5,voiture
1358,316,essence,3,voiture
676,312,diesel,4,voiture
2172,147,essence,3,voiture
1243,294,essence,3,voiture
1386,170,diesel,4,voiture
2032,420,essence,4,voiture
1434,161,diesel,3,voiture
5211,178,electrique,3,voiture
741,163,diesel,4,voiture
1052,435,essence,5,voiture
737,421,diesel,3,voiture
2722,388,essence,5,voiture
2725,270,essence,3,voiture
1357,186,diesel,5,voiture
886,364,electrique,5,voiture
2589,117,diesel,4,voiture
1981,197,essence,2,voiture
2059,396,essence,4,voiture
2478,263,essence,5,voiture
735,182,diesel,2,voiture
2765,245,diesel,3,voiture
1203,285,diesel,2,voiture
1231,116,essence,5,voiture
1501,50,essence,3,voiture
934,339,essence,2,voiture
2105,190,essence,3,voiture
470,438,diesel,4,voiture
1265,148,essence,4,voiture
1136,223,electrique,4,voiture
508,118,essence,5,voiture
2671,227,diesel,2,voiture
2429,242,diesel,2,voiture
716,243,electrique,5,voiture
1714,127,essence,2,voiture
2248,106,essence,4,voiture
2429,392,diesel,3,voiture
637,295,electrique,3,voiture
610,213,essence,2,voiture
1993,210,diesel,4,voiture
1004,415,essence,3,voiture
1330,435,essence,3,voiture
1942,97,essence,2,voiture
756,235,electrique,2,voiture
2373,177,diesel,4,voiture
874,81,essence,4,voiture
496,51,electrique,4,voiture
2023,129,diesel,5,voiture
513,164,diesel,4,voiture
483,295,essence,2,voiture
1857,413,diesel,3,voiture
2022,104,essence,3,voiture
2069,157,essence,5,voiture
933,403,essence,3,voiture
2728,230,essence,5,voiture
835,78,diesel,4,voiture
2426,296,electrique,2,voiture
1071,54,essence,2,voiture
1024,186,diesel,2,voiture
827,89,diesel,2,voiture
1198,363,electrique,2,voiture
1187,447,diesel,3,voiture
1181,353,essence,3,voiture
1283,442,essence,4,voiture
469,101,diesel,4,voiture
2128,298,essence,3,voiture
2528,365,essence,4,voiture
2769,383,diesel,5,voiture
2225,133,essence,4,voiture
1218,111,essence,2,voiture
1774,272,diesel,3,voiture
1961,432,essence,2,voiture
2697,139,essence,5,voiture
2021,55,electrique,3,voiture
2572,235,diesel,3,voiture
1608,348,electrique,2,voiture
619,251,essence,5,voiture
1484,274,essence,4,voiture
1307,275,essence,4,voiture
1231,303,diesel,2,voiture
1189,103,diesel,2,voiture
1181,283,electrique,4,voiture
1191,185,essence,3,voiture
1173,68,diesel,3,voiture
1242,444,essence,3,voiture
2661,292,essence,3,voiture
2705,61,electrique,4,voiture
2733,123,diesel,4,voiture
764,316,electrique,2,voiture
1476,150,diesel,3,voiture
3729,109,diesel,2,voiture
813,288,electrique,2,voiture
1552,62,essence,2,voiture
2770,363,essence,2,voiture
1920,151,essence,5,voiture
2677,381,essence,4,voiture
1420,221,essence,3,voiture
1010,93,essence,3,voiture
613,297,essence,4,voiture
1360,352,essence,2,voiture
1618,109,electrique,2,voiture
2594,161,electrique,4,voiture
1067,174,electrique,3,voiture
2010,326,essence,4,voiture
1071,390,essence,5,voiture
851,66,diesel,4,voiture
1690,162,diesel,5,voiture
633,250,essence,5,voiture
2073,142,essence,4,voiture
459,77,essence,5,voiture
2091,143,diesel,3,voiture
864,45,essence,3,voiture
534,348,essence,4,voiture
1694,117,diesel,3,voiture
1688,317,essence,5,voiture
2393,245,electrique,2,voiture
2442,206,electrique,2,voiture
1662,93,electrique,3,voiture
1757,356,essence,5,voiture
3440,310,essence,2,voiture
1327,164,essence,2,voiture
802,402,essence,5,voiture
785,153,electrique,2,voiture
1285,207,electrique,5,voiture
503,291,electrique,5,voiture
2263,50,essence,3,voiture
2732,162,essence,3,voiture
1804,135,diesel,4,voiture
2464,63,diesel,3,voiture
1011,235,essence,3,voiture
2366,162,essence,2,voiture
2301,302,essence,3,voiture
2450,389,essence,4,voiture
1692,392,diesel,4,voiture
826,398,essence,3,voiture
5121,123,essence,2,voiture
2563,391,diesel,4,voiture
2575,67,essence,2,voiture
2594,436,essence,4,voiture
4777,70,essence,5,voiture
1611,401,diesel,4,voiture
524,112,essence,3,voiture
2875,89,essence,3,voiture
623,295,essence,5,voiture
1473,435,essence,3,voiture
677,387,diesel,5,voiture
2685,220,diesel,2,voiture
475,238,electrique,4,voiture
2160,183,essence,2,voiture
2252,409,diesel,4,voiture
674,216,diesel,3,voiture
473,245,essence,2,voiture
1726,227,diesel,5,voiture
2748,362,essence,2,voiture
1095,234,essence,4,voiture
1801,54,electrique,3,voiture
860,290,electrique,4,voiture
2485,385,electrique,5,voiture
2658,140,diesel,3,voiture
416,226,essence,3,voiture
1171,302,diesel,2,voiture
2169,195,essence,3,voiture
2174,291,essence,5,voiture
995,76,essence,3,voiture
1407,253,electrique,3,voiture
3959,381,electrique,3,voiture
422,349,essence,5,voiture
2348,397,essence,3,voiture
1817,103,diesel,2,voiture
2370,362,diesel,4,voiture
2036,395,essence,3,voiture
1494,132,essence,5,voiture
1557,116,essence,3,voiture
2690,356,diesel,2,voiture
2570,397,essence,3,voiture
490,319,essence,5,voiture
2314,242,electrique,5,voiture
997,185,essence,4,voiture
1092,409,diesel,3,voiture
596,66,essence,3,voiture
2775,163,essence,2,voiture
1710,217,electrique,4,voiture
839,289,electrique,4,voiture
2453,409,electrique,4,voiture
1596,210,essence,4,voiture
2576,382,diesel,2,voiture
2069,63,diesel,4,voiture
1215,336,essence,3,voiture
2578,308,essence,4,voiture
1975,181,electrique,4,voiture
1004,341,essence,2,voiture
728,374,essence,2,voiture
1394,62,essence,3,voiture
2723,268,essence,5,voiture
429,178,essence,4,voiture
1102,412,diesel,5,voiture
2307,351,essence,4,voiture
2291,406,electrique,4,voiture
1751,96,electrique,5,voiture
2799,54,essence,3,voiture
2713,200,essence,4,voiture
962,106,essence,3,voiture
2259,323,diesel,2,voiture
1762,150,essence,2,voiture
2355,265,electrique,5,voiture
753,137,essence,4,voiture
765,406,essence,2,voiture
2635,276,essence,2,voiture
836,190,electrique,2,voiture
1484,47,essence,3,voiture
1017,332,diesel,2,voiture
2492,342,essence,3,voiture
967,162,diesel,4,voiture
1666,212,essence,5,voiture
2041,207,electrique,4,voiture
1926,279,electrique,4,voiture
2677,199,essence,3,voiture
2712,367,essence,4,voiture
1127,370,electrique,5,voiture
759,330,essence,5,voiture
2709,401,electrique,5,voiture
558,287,essence,5,voiture
1493,447,essence,3,voiture
940,427,essence,3,voiture
1544,214,diesel,4,voiture
1102,133,electrique,3,voiture
431,101,essence,3,voiture
2229,240,diesel,4,voiture
1250,424,essence,5,voiture
2357,321,electrique,4,voiture
451,146,diesel,3,voiture
1590,119,essence,3,voiture
616,275,electrique,3,voiture
1691,71,diesel,5,voiture
2250,441,electrique,3,voiture
1767,48,essence,4,voiture
2019,160,diesel,4,voiture
1387,146,diesel,2,voiture
1924,311,essence,3,voiture
2673,334,electrique,5,voiture
2670,126,essence,3,voiture
3912,47,essence,2,voiture
2497,420,essence,5,voiture
414,358,essence,5,voiture
1349,432,electrique,4,voiture
2795,346,diesel,5,voiture
1546,210,essence,3,voiture
1280,204,diesel,4,voiture
2220,234,diesel,2,voiture
584,300,essence,3,voiture
1987,82,diesel,3,voiture
1716,114,essence,2,voiture
1559,428,diesel,5,voiture
826,81,essence,5,voiture
2799,164,diesel,3,voiture
2342,62,essence,2,voiture
847,254,diesel,2,voiture
549,136,diesel,3,voiture
2203,85,diesel,2,voiture
2504,432,diesel,4,voiture
1663,79,essence,3,voiture
1200,362,essence,2,voiture
1709,128,essence,4,voiture
2671,432,essence,5,voiture
937,254,essence,5,voiture
1579,390,essence,2,voiture
2715,324,essence,4,voiture
1041,440,essence,5,voiture
883,256,electrique,3,voiture
1702,424,essence,5,voiture
1271,280,diesel,5,voiture
1810,108,essence,3,voiture
1476,144,electrique,3,voiture
2199,112,essence,2,voiture
1560,288,essence,2,voiture
1049,231,diesel,3,voiture
510,53,essence,2,voiture
1213,449,diesel,3,voiture
4923,324,diesel,3,voiture
400,316,essence,4,voiture
879,274,electrique,5,voiture
1342,372,essence,3,voiture
1719,149,diesel,2,voiture
2777,53,essence,2,voiture
468,181,diesel,2,voiture
1516,243,diesel,2,voiture
1057,143,diesel,4,voiture
2157,334,diesel,2,voiture
685,80,diesel,2,voiture
715,86,essence,5,voiture
2036,443,diesel,3,voiture
1140,104,essence,5,voiture
2731,410,electrique,4,voiture
2741,56,diesel,4,voiture
1992,285,essence,4,voiture
1231,235,essence,3,voiture
843,378,diesel,4,voiture
1588,112,electrique,4,voiture
694,258,essence,2,voiture
2115,301,diesel,3,voiture
746,115,essence,2,voiture
652,69,essence,5,voiture
818,335,electrique,2,voiture
1671,238,essence,2,voiture
848,344,electrique,5,voiture
1627,84,diesel,4,voiture
1026,399,essence,4,voiture
2401,231,essence,3,voiture
2415,433,electrique,2,voiture
893,197,electrique,2,voiture
1034,148,essence,4,voiture
3523,246,essence,5,voiture
670,256,electrique,4,voiture
2735,59,essence,4,voiture
432,137,electrique,2,voiture
612,436,electrique,2,voiture
873,364,electrique,2,voiture
1658,135,electrique,5,voiture
2428,220,electrique,4,voiture
913,426,essence,5,voiture
2031,144,diesel,3,voiture
2468,354,electrique,3,voiture
1387,119,electrique,5,voiture
1656,63,essence,2,voiture
705,243,diesel,3,voiture
1117,430,diesel,2,voiture
583,309,diesel,4,voiture
2554,370,essence,3,voiture
943,412,essence,5,voiture
1009,416,essence,5,voiture
2185,300,electrique,5,voiture
601,311,electrique,2,voiture
807,348,essence,5,voiture
1518,360,diesel,2,voiture
829,211,essence,4,voiture
2303,346,essence,5,voiture
2564,79,diesel,2,voiture
1834,304,electrique,5,voiture
1441,287,essence,2,voiture
940,368,electrique,3,voiture
2089,308,essence,4,voiture
15677,677,electrique,2,camion
3651,690,diesel,2,camion
3019,416,diesel,2,camion
8175,882,diesel,2,camion
10088,234,diesel,3,camion
2849,404,diesel,3,camion
2981,229,diesel,2,camion
6841,195,diesel,2,camion
16376,782,diesel,2,camion
7262,819,diesel,3,camion
17325,305,electrique,2,camion
21283,198,diesel,3,camion
11710,407,diesel,2,camion
17359,811,diesel,3,camion
16251,464,diesel,3,camion
15519,321,diesel,2,camion
15423,238,electrique,2,camion
3957,384,diesel,3,camion
15636,540,diesel,2,camion
11392,194,essence,3,camion
24254,559,diesel,3,camion
7476,159,diesel,2,camion
24433,232,diesel,2,camion
39809,636,diesel,3,camion
6240,436,diesel,3,camion
13129,857,diesel,2,camion
22294,527,diesel,2,camion
5045,632,diesel,3,camion
18625,418,diesel,3,camion
13118,725,diesel,2,camion
9342,357,diesel,2,camion
9103,498,diesel,2,camion
13910,757,diesel,3,camion
21272,835,diesel,2,camion
2420,755,electrique,3,camion
13976,787,electrique,2,camion
18016,234,diesel,2,camion
3578,384,diesel,3,camion
18441,632,diesel,2,camion
18187,158,diesel,2,camion
16191,157,essence,2,camion
11931,774,diesel,3,camion
