poids,puissance,carburant,portes,type
2623,243,diesel,5,voiture
1401,343,diesel,3,voiture
1371,98,diesel,5,voiture
1442,120,electrique,5,voiture
1517,284,essence,4,voiture
2525,209,electrique,2,voiture
2970,192,electrique,5,voiture
1655,106,diesel,4,voiture
2481,45,diesel,5,voiture
1337,314,essence,2,voiture
2768,270,essence,2,voiture
665,215,electrique,5,voiture
2417,223,essence,3,voiture
2087,392,electrique,3,voiture
527,362,diesel,5,voiture
1657,134,essence,5,voiture
650,421,essence,2,voiture
844,305,essence,5,voiture
1329,445,diesel,4,voiture
2087,156,electrique,2,voiture
2171,62,essence,2,voiture
575,412,diesel,3,voiture
808,374,electrique,2,voiture
1587,402,electrique,3,voiture
1095,256,electrique,4,voiture
1256,118,diesel,5,voiture
1650,193,diesel,3,voiture
1026,139,electrique,5,voiture
2336,270,essence,3,voiture
1578,361,diesel,4,voiture
2461,157,electrique,4,voiture
2132,330,diesel,3,voiture
1115,304,essence,3,voiture
886,212,diesel,2,voiture
1815,196,essence,3,voiture
825,157,essence,2,voiture
2004,172,essence,3,voiture
1356,314,essence,3,voiture
683,163,essence,4,voiture
1881,207,diesel,4,voiture
1996,377,diesel,4,voiture
2769,402,electrique,3,voiture
1753,155,essence,3,voiture
576,92,essence,4,voiture
1754,196,diesel,3,voiture
2034,301,essence,4,voiture
2586,313,essence,4,voiture
2223,316,essence,4,voiture
1834,98,diesel,4,voiture
2237,73,essence,5,voiture
1311,182,electrique,4,voiture
896,448,essence,2,voiture
2202,221,diesel,4,voiture
1043,341,diesel,5,voiture
2658,219,diesel,2,voiture
2795,275,diesel,5,voiture
1289,100,electrique,5,voiture
1141,423,essence,2,voiture
511,152,essence,4,voiture
2372,336,essence,5,voiture
2258,428,essence,2,voiture
490,97,diesel,5,voiture
1926,57,essence,5,voiture
843,442,electrique,2,voiture
1382,371,electrique,3,voiture
951,268,essence,5,voiture
2267,137,essence,2,voiture
1994,242,diesel,2,voiture
836,296,essence,3,voiture
1919,53,diesel,4,voiture
2791,401,electrique,2,voiture
680,71,essence,3,voiture
1765,390,diesel,3,voiture
1450,134,essence,2,voiture
2586,50,essence,2,voiture
2140,250,electrique,4,voiture
2453,435,electrique,3,voiture
1227,282,electrique,2,voiture
1189,383,diesel,2,voiture
1343,281,essence,5,voiture
2431,437,essence,5,voiture
1309,139,essence,4,voiture
649,360,diesel,2,voiture
583,153,essence,4,voiture
1365,242,essence,4,voiture
1095,104,essence,4,voiture
1465,203,diesel,3,voiture
1198,206,electrique,4,voiture
1875,295,essence,3,voiture
1983,271,diesel,5,voiture
1421,67,essence,4,voiture
1787,100,diesel,5,voiture
1283,83,essence,2,voiture
2115,155,electrique,3,voiture
1475,131,electrique,5,voiture
1775,279,essence,2,voiture
2002,161,electrique,4,voiture
510,417,electrique,4,voiture
561,130,essence,3,voiture
2579,382,electrique,2,voiture
844,92,essence,5,voiture
482,52,diesel,2,voiture
1937,337,diesel,2,voiture
2289,161,essence,3,voiture
602,60,electrique,3,voiture
423,274,electrique,5,voiture
629,107,electrique,2,voiture
1815,153,essence,5,voiture
707,441,electrique,4,voiture
815,176,diesel,3,voiture
2606,322,essence,4,voiture
2761,199,diesel,2,voiture
3145,330,essence,4,voiture
1926,272,essence,5,voiture
715,265,essence,5,voiture
1097,418,essence,5,voiture
2513,294,diesel,2,voiture
1690,103,diesel,5,voiture
792,338,essence,5,voiture
1874,334,essence,5,voiture
2087,83,electrique,4,voiture
634,232,essence,4,voiture
1409,108,diesel,5,voiture
1087,232,diesel,5,voiture
1104,408,electrique,4,voiture
1209,340,essence,4,voiture
1572,314,diesel,3,voiture
2051,62,essence,4,voiture
2008,418,essence,3,voiture
2764,361,diesel,3,voiture
708,196,electrique,5,voiture
2183,335,essence,2,voiture
2585,335,diesel,3,voiture
421,363,essence,4,voiture
1727,242,essence,2,voiture
1944,391,electrique,2,voiture
1884,432,diesel,5,voiture
1835,171,diesel,3,voiture
1181,383,essence,3,voiture
1423,434,essence,2,voiture
536,249,essence,2,voiture
780,188,essence,2,voiture
500,428,diesel,3,voiture
688,226,essence,3,voiture
1140,149,electrique,3,voiture
677,299,diesel,2,voiture
2252,217,electrique,5,voiture
3167,446,electrique,2,voiture
2475,280,electrique,3,voiture
1156,339,diesel,3,voiture
696,288,diesel,4,voiture
2152,100,essence,5,voiture
1169,129,diesel,5,voiture
714,141,essence,4,voiture
1556,265,essence,3,voiture
1738,136,essence,2,voiture
2702,113,essence,5,voiture
2428,444,diesel,2,voiture
1554,373,electrique,3,voiture
2538,56,essence,3,voiture
2682,268,electrique,3,voiture
818,302,electrique,3,voiture
2101,229,essence,5,voiture
1404,270,diesel,2,voiture
776,435,essence,3,voiture
2500,264,electrique,4,voiture
540,219,essence,4,voiture
2696,151,diesel,4,voiture
552,163,essence,4,voiture
1709,367,essence,2,voiture
2327,191,essence,2,voiture
940,387,essence,4,voiture
2503,61,electrique,5,voiture
2576,138,essence,4,voiture
2216,67,electrique,5,voiture
1023,92,diesel,3,voiture
1102,303,electrique,5,voiture
2156,103,diesel,3,voiture
897,306,essence,2,voiture
1826,163,essence,5,voiture
2690,219,electrique,2,voiture
2096,206,diesel,2,voiture
1557,157,essence,3,voiture
621,349,electrique,4,voiture
2738,106,diesel,3,voiture
1012,353,essence,2,voiture
1490,272,essence,4,voiture
934,381,electrique,4,voiture
678,212,essence,5,voiture
725,138,electrique,5,voiture
1374,319,essence,3,voiture
2631,358,essence,2,voiture
974,264,essence,4,voiture
1515,307,diesel,5,voiture
1158,119,essence,2,voiture
991,77,diesel,4,voiture
1596,415,essence,5,voiture
1929,111,electrique,3,voiture
2008,116,essence,5,voiture
597,119,electrique,5,voiture
2391,249,essence,5,voiture
441,60,essence,5,voiture
1744,61,essence,2,voiture
1859,246,essence,4,voiture
1334,131,essence,4,voiture
2262,275,electrique,2,voiture
824,321,essence,3,voiture
2310,159,essence,3,voiture
1652,407,essence,3,voiture
946,410,diesel,3,voiture
611,230,essence,2,voiture
572,333,diesel,5,voiture
2468,223,diesel,2,voiture
2270,145,essence,3,voiture
1836,320,essence,4,voiture
408,177,essence,2,voiture
1500,348,essence,3,voiture
2500,131,essence,2,voiture
679,185,essence,2,voiture
1594,195,essence,3,voiture
1588,425,electrique,3,voiture
1630,64,diesel,5,voiture
593,180,electrique,3,voiture
1274,113,essence,5,voiture
740,386,essence,5,voiture
1425,110,essence,5,voiture
736,289,essence,2,voiture
2783,69,essence,5,voiture
1661,403,essence,5,voiture
1963,209,essence,2,voiture
1982,98,essence,2,voiture
1251,393,essence,3,voiture
1466,138,diesel,5,voiture
1879,96,diesel,5,voiture
1872,337,essence,2,voiture
1009,306,diesel,4,voiture
1178,327,essence,4,voiture
2752,141,diesel,2,voiture
805,69,essence,5,voiture
865,324,electrique,5,voiture
1424,50,diesel,2,voiture
659,347,diesel,3,voiture
438,337,essence,4,voiture
911,413,essence,2,voiture
2261,229,electrique,3,voiture
1296,371,essence,5,voiture
1312,380,diesel,3,voiture
2165,388,essence,4,voiture
2582,209,diesel,3,voiture
2509,334,essence,4,voiture
1525,259,essence,3,voiture
519,394,essence,3,voiture
2711,97,essence,2,voiture
2664,230,diesel,4,voiture
577,319,electrique,3,voiture
616,314,diesel,4,voiture
2537,384,essence,2,voiture
1997,192,essence,2,voiture
1455,404,essence,3,voiture
1494,213,electrique,4,voiture
1632,315,essence,2,voiture
784,410,electrique,4,voiture
2249,194,essence,5,voiture
733,302,diesel,4,voiture
808,211,electrique,5,voiture
2426,243,diesel,3,voiture
775,268,electrique,2,voiture
1488,320,essence,4,voiture
1451,90,electrique,5,voiture
481,188,essence,4,voiture
2610,377,essence,5,voiture
1622,114,diesel,5,voiture
1063,249,diesel,2,voiture
2738,425,electrique,3,voiture
1354,275,essence,2,voiture
727,222,electrique,2,voiture
2607,94,diesel,4,voiture
2492,61,essence,5,voiture
2446,150,diesel,2,voiture
966,182,diesel,5,voiture
1126,152,essence,4,voiture
1138,311,essence,3,voiture
1639,320,electrique,3,voiture
876,335,essence,2,voiture
678,52,essence,5,voiture
838,362,electrique,3,voiture
1781,299,diesel,4,voiture
2127,253,electrique,3,voiture
1516,104,diesel,2,voiture
2635,427,essence,2,voiture
951,143,diesel,4,voiture
1977,337,essence,2,voiture
2850,281,diesel,3,voiture
2385,358,essence,2,voiture
941,83,diesel,4,voiture
1474,80,electrique,4,voiture
2766,411,electrique,4,voiture
1400,255,electrique,2,voiture
2242,58,diesel,3,voiture
2285,422,electrique,4,voiture
2509,247,electrique,5,voiture
835,427,essence,3,voiture
482,259,electrique,2,voiture
2063,104,essence,3,voiture
2010,71,diesel,4,voiture
743,321,electrique,5,voiture
1010,329,essence,2,voiture
2175,187,essence,2,voiture
971,256,essence,5,voiture
2011,153,electrique,5,voiture
3012,100,electrique,4,voiture
1029,398,electrique,4,voiture
2788,149,electrique,5,voiture
863,141,essence,5,voiture
1422,257,essence,2,voiture
1809,400,diesel,3,voiture
1107,372,essence,3,voiture
1749,210,essence,5,voiture
2569,95,essence,3,voiture
954,437,diesel,2,voiture
2620,227,electrique,4,voiture
1905,260,essence,2,voiture
415,161,diesel,4,voiture
2718,400,essence,4,voiture
528,160,essence,4,voiture
1645,86,essence,3,voiture
2784,186,essence,5,voiture
1934,354,electrique,2,voiture
2797,144,essence,2,voiture
1445,142,electrique,5,voiture
2461,93,essence,2,voiture
829,98,electrique,3,voiture
931,165,essence,5,voiture
1728,300,diesel,5,voiture
1254,311,diesel,4,voiture
1840,45,electrique,4,voiture
454,248,essence,2,voiture
2780,68,electrique,3,voiture
799,441,electrique,4,voiture
401,240,essence,5,voiture
646,435,diesel,2,voiture
1435,160,essence,4,voiture
988,47,electrique,4,voiture
1304,61,electrique,4,voiture
1068,174,essence,4,voiture
900,270,essence,4,voiture
1476,125,electrique,3,voiture
2222,396,essence,5,voiture
1959,328,electrique,5,voiture
2565,368,diesel,4,voiture
2775,303,diesel,3,voiture
1502,409,essence,4,voiture
7237,283,diesel,3,camion
2458,206,essence,3,camion
13580,796,diesel,3,camion
11527,896,diesel,2,camion
24456,587,diesel,3,camion
6814,799,diesel,2,camion
11814,669,diesel,3,camion
8839,316,electrique,2,camion
15027,528,diesel,3,camion
20949,590,diesel,3,camion
6362,861,electrique,2,camion
2863,234,diesel,3,camion
20226,223,diesel,3,camion
16902,625,diesel,2,camion
22234,574,electrique,3,camion
18622,410,diesel,2,camion
17578,587,diesel,2,camion
20266,741,diesel,2,camion
16300,686,diesel,3,camion
24541,361,diesel,3,camion
16481,222,diesel,3,camion
18415,844,diesel,3,camion
15481,617,diesel,2,camion
2583,601,diesel,2,camion
16289,858,diesel,3,camion
2596,314,diesel,2,camion
22486,405,diesel,2,camion
7721,773,diesel,3,camion
18804,750,diesel,2,camion
18143,185,diesel,2,camion
9908,378,diesel,3,camion
15669,359,diesel,3,camion
16504,596,diesel,3,camion
14243,179,diesel,2,camion
14398,597,diesel,3,camion
20013,463,diesel,2,camion
13073,152,diesel,2,camion
23360,376,diesel,2,camion
11199,775,diesel,3,camion
11626,474,diesel,3,camion
17868,251,diesel,3,camion
15645,479,diesel,2,camion
